"BCH_LAB_CODE","LOINC_LAB_CODE"
"LAB:332553303","18719-5"
"LAB:3775208","29965-1"
"LAB:3775892","4544-3"
"LAB:248037700","13453-6"
"LAB:3775188","18720-3"
"LAB:13880963","18725-2"
"LAB:3775563","15155-5"
"LAB:3774804","18723-7"
"LAB:3775057","19086-8"
"LAB:3776016","18767-4"
"LAB:3775094","18719-5"
"LAB:3775357","5689-5"
"LAB:3774886","18719-5"
"LAB:50961951","18719-5"
"LAB:3775644","2032-1"
"LAB:3775492","33373-2"
"LAB:3774913","18719-5"
"LAB:13815104","18727-8"
"LAB:3775711","18768-2"
"LAB:3775916","1805-1"
"LAB:3775032","32281-8"
"LAB:470530977","35163-5"
"LAB:3775372","3335-7"
"LAB:3774619","18719-5"
"LAB:3775484","35365-6"
"LAB:3818046","18719-5"
"LAB:108959133","18767-4"
"LAB:4743960","26740-1"
"LAB:3775749","18719-5"
"LAB:3774999","33233-8"
"LAB:89829677","18729-4"
"LAB:3774591","26435-8"
"LAB:3775710","34982-9"
"LAB:3775702","14343-8"
"LAB:3775728","16859-1"
"LAB:53426634","26435-8"
"LAB:537007349","18728-6"
"LAB:3775110","2711-0"
"LAB:3774647","53962-7"
"LAB:537007409","18719-5"
"LAB:580107819","18719-5"
"LAB:52891213","18720-3"
"LAB:3774464","50391-2"
"LAB:3998831","18727-8"
"LAB:3775054","19088-4"
"LAB:3774797","5213-4"
"LAB:3774496","50563-6"
"LAB:285955253","18720-3"
"LAB:4610369","1763-2"
"LAB:3774959","12203-6"
"LAB:53426637","26435-8"
"LAB:3775410","18719-5"
"LAB:3775384","5385-0"
"LAB:3775662","18768-2"
"LAB:3775125","18767-4"
"LAB:3774948","18728-6"
"LAB:3775039","13457-7"
"LAB:3774711","18727-8"
"LAB:3775112","18767-4"
"LAB:89829730","18729-4"
"LAB:3775350","18719-5"
"LAB:3775364","3122-9"
"LAB:3775896","2641-9"
"LAB:19984980","26811-0"
"LAB:3775678","30341-2"
"LAB:3775118","18719-5"
"LAB:3775616","2498-4"
"LAB:13815114","49429-4"
"LAB:3726284","18719-5"
"LAB:3774956","18719-5"
"LAB:3775887","5176-3"
"LAB:3774566","9425-0"
"LAB:3775713","14346-1"
"LAB:3726130","18721-1"
"LAB:3775454","6248-9"
"LAB:407721870","18768-2"
"LAB:4744064","18719-5"
"LAB:248037657","18727-8"
"LAB:11519567","18719-5"
"LAB:3774550","18723-7"
"LAB:3775363","18721-1"
"LAB:7463471","5404-9"
"LAB:3774651","13954-3"
"LAB:3775133","2881-1"
"LAB:3775432","18719-5"
"LAB:285955266","56014-4"
"LAB:3775558","1797-0"
"LAB:67878176","49316-3"
"LAB:3775192","3198-9"
"LAB:117951571","46252-3"
"LAB:3775916","18719-5"
"LAB:3775936","18721-1"
"LAB:3775539","19153-6"
"LAB:413924603","16251-1"
"LAB:52891223","18720-3"
"LAB:38893569","26435-8"
"LAB:3775197","18719-5"
"LAB:3774531","18719-5"
"LAB:166045329","11526-1"
"LAB:3774468","18720-3"
"LAB:4100267","3495-9"
"LAB:3775590","19089-2"
"LAB:3775635","55782-7"
"LAB:106753550","42578-5"
"LAB:501519797","18716-1"
"LAB:3775702","18768-2"
"LAB:501519713","18716-1"
"LAB:3775562","18719-5"
"LAB:3775428","18729-4"
